"transcript_id","gene_id","gene_symbol"
"ENST00000748621.1","ENSG00000267575.10","LINC02987"
"ENST00000586784.2","ENSG00000267575.10","LINC02987"
"ENST00000668186.1","ENSG00000267575.10","LINC02987"
"ENST00000748629.1","ENSG00000267575.10","LINC02987"
"ENST00000588784.1","ENSG00000267575.10","LINC02987"
"ENST00000748591.1","ENSG00000267575.10","LINC02987"
"ENST00000669826.2","ENSG00000267575.10","LINC02987"
"ENST00000748622.1","ENSG00000267575.10","LINC02987"
"ENST00000667196.1","ENSG00000267575.10","LINC02987"
"ENST00000588318.2","ENSG00000267575.10","LINC02987"
"ENST00000748623.1","ENSG00000267575.10","LINC02987"
"ENST00000748612.1","ENSG00000267575.10","LINC02987"
"ENST00000585917.7","ENSG00000267575.10","LINC02987"
"ENST00000669909.1","ENSG00000267575.10","LINC02987"
"ENST00000748624.1","ENSG00000267575.10","LINC02987"
"ENST00000748625.1","ENSG00000267575.10","LINC02987"
"ENST00000805276.1","ENSG00000267577.2","DNAAF3-AS1"
"ENST00000591141.1","ENSG00000267583.6","ZNF24TR"
"ENST00000586960.1","ENSG00000267585.1","ENSG00000267585"
"ENST00000586415.1","ENSG00000267589.1","RPL32P37"
"ENST00000589464.1","ENSG00000267595.1","BRCA1P1"
"ENST00000586483.1","ENSG00000267598.1","ENSG00000267598"
"ENST00000612804.1","ENSG00000267605.9","ENSG00000267605"
"ENST00000817660.1","ENSG00000267605.9","ENSG00000267605"
"ENST00000585880.1","ENSG00000267612.1","ENSG00000267612"
"ENST00000589603.2","ENSG00000267626.2","HAUS5-DT"
"ENST00000586064.3","ENSG00000267629.3","ENSG00000267629"
"ENST00000591237.1","ENSG00000267632.1","ENSG00000267632"
"ENST00000476151.5","ENSG00000267645.5","POLR2J2-UPK3BL1"
"ENST00000585911.2","ENSG00000267649.2","ENSG00000267649"
"ENST00000589715.1","ENSG00000267651.1","ENSG00000267651"
"ENST00000759740.1","ENSG00000267653.2","ENSG00000267653"
"ENST00000586389.1","ENSG00000267655.1","ENSG00000267655"
"ENST00000586351.2","ENSG00000267658.2","RAB5C-AS1"
"ENST00000755978.1","ENSG00000267662.2","TSHZ3-AS1"
"ENST00000755986.1","ENSG00000267662.2","TSHZ3-AS1"
"ENST00000591866.2","ENSG00000267666.3","ENSG00000267666"
"ENST00000588369.1","ENSG00000267672.1","ENSG00000267672"
"ENST00000343376.8","ENSG00000267673.7","FDX2"
"ENST00000486454.1","ENSG00000267673.7","FDX2"
"ENST00000453681.1","ENSG00000267673.7","FDX2"
"ENST00000460631.5","ENSG00000267673.7","FDX2"
"ENST00000393708.3","ENSG00000267673.7","FDX2"
"ENST00000492239.5","ENSG00000267673.7","FDX2"
"ENST00000767581.1","ENSG00000267677.2","ENSG00000267677"
"ENST00000585668.1","ENSG00000267679.1","EIF5AP2"
"ENST00000589870.5","ENSG00000267680.6","ZNF224"
"ENST00000336976.10","ENSG00000267680.6","ZNF224"
"ENST00000589060.1","ENSG00000267680.6","ZNF224"
"ENST00000591551.1","ENSG00000267680.6","ZNF224"
"ENST00000732929.1","ENSG00000267688.2","ENSG00000267688"
"ENST00000818564.1","ENSG00000267690.2","LDLRAD4-AS1"
"ENST00000589195.1","ENSG00000267691.1","SHC1P2"
"ENST00000586571.1","ENSG00000267693.1","ENSG00000267693"
"ENST00000728014.1","ENSG00000267694.2","ENSG00000267694"
"ENST00000718827.1","ENSG00000267698.3","ENSG00000267698"
"ENST00000586962.1","ENSG00000267698.3","ENSG00000267698"
"ENST00000718826.1","ENSG00000267698.3","ENSG00000267698"
"ENST00000590722.2","ENSG00000267699.2","ENSG00000267699"
"ENST00000589281.2","ENSG00000267707.2","ENSG00000267707"
"ENST00000382897.2","ENSG00000267712.8","LINC01539"
"ENST00000724361.1","ENSG00000267723.2","ENSG00000267723"
"ENST00000591183.1","ENSG00000267724.1","ENSG00000267724"
"ENST00000591222.1","ENSG00000267731.1","ENSG00000267731"
"ENST00000591146.2","ENSG00000267736.2","HMGB2P1"
"ENST00000587688.1","ENSG00000267741.1","UBE2L4"
"ENST00000591086.1","ENSG00000267742.1","SINHCAFP2"
"ENST00000587012.1","ENSG00000267745.1","ENSG00000267745"
"ENST00000587528.1","ENSG00000267746.1","ENSG00000267746"
"ENST00000587894.1","ENSG00000267749.1","ENSG00000267749"
"ENST00000588097.5","ENSG00000267750.7","RUNDC3A-AS1"
"ENST00000753106.1","ENSG00000267750.7","RUNDC3A-AS1"
"ENST00000753101.1","ENSG00000267750.7","RUNDC3A-AS1"
"ENST00000666090.1","ENSG00000267750.7","RUNDC3A-AS1"
"ENST00000589457.5","ENSG00000267751.7","BSG-AS1"
"ENST00000588908.7","ENSG00000267751.7","BSG-AS1"
"ENST00000688427.3","ENSG00000267751.7","BSG-AS1"
"ENST00000588290.4","ENSG00000267751.7","BSG-AS1"
"ENST00000722505.1","ENSG00000267751.7","BSG-AS1"
"ENST00000722503.1","ENSG00000267751.7","BSG-AS1"
"ENST00000590292.7","ENSG00000267751.7","BSG-AS1"
"ENST00000623430.2","ENSG00000267757.5","EML2-AS1"
"ENST00000593140.2","ENSG00000267760.2","ENSG00000267760"
"ENST00000589818.2","ENSG00000267762.2","ENSG00000267762"
"ENST00000776736.1","ENSG00000267764.2","ENSG00000267764"
"ENST00000590649.1","ENSG00000267764.2","ENSG00000267764"
"ENST00000592440.1","ENSG00000267765.1","ENSG00000267765"
"ENST00000653487.1","ENSG00000267767.4","LINC01801"
"ENST00000655389.1","ENSG00000267767.4","LINC01801"
"ENST00000592034.1","ENSG00000267769.1","ENSG00000267769"
"ENST00000588946.2","ENSG00000267774.2","ENSG00000267774"
"ENST00000816463.1","ENSG00000267778.2","CBARP-DT"
"ENST00000743636.1","ENSG00000267783.4","ENSG00000267783"
"ENST00000590024.1","ENSG00000267784.1","ENSG00000267784"
"ENST00000716287.1","ENSG00000267786.2","ENSG00000267786"
"ENST00000830029.1","ENSG00000267786.2","ENSG00000267786"
"ENST00000830028.1","ENSG00000267786.2","ENSG00000267786"
"ENST00000301159.14","ENSG00000267796.8","LIN37"
"ENST00000590890.1","ENSG00000267796.8","LIN37"
"ENST00000595455.1","ENSG00000267796.8","LIN37"
"ENST00000596415.1","ENSG00000267809.1","NDUFV2P1"
"ENST00000813222.1","ENSG00000267811.2","ENSG00000267811"
"ENST00000596071.1","ENSG00000267811.2","ENSG00000267811"
"ENST00000594362.1","ENSG00000267827.5","ENSG00000267827"
"ENST00000599382.2","ENSG00000267838.2","ENSG00000267838"
"ENST00000301457.3","ENSG00000267855.6","NDUFA7"
"ENST00000593729.5","ENSG00000267855.6","NDUFA7"
"ENST00000601101.5","ENSG00000267855.6","NDUFA7"
"ENST00000595856.5","ENSG00000267855.6","NDUFA7"
"ENST00000596207.3","ENSG00000267857.3","ENSG00000267857"
"ENST00000789854.1","ENSG00000267858.9","MZF1-AS1"
"ENST00000789836.1","ENSG00000267858.9","MZF1-AS1"
"ENST00000600534.1","ENSG00000267858.9","MZF1-AS1"
"ENST00000789839.1","ENSG00000267858.9","MZF1-AS1"
"ENST00000789848.1","ENSG00000267858.9","MZF1-AS1"
"ENST00000789851.1","ENSG00000267858.9","MZF1-AS1"
"ENST00000789850.1","ENSG00000267858.9","MZF1-AS1"
"ENST00000493504.1","ENSG00000267858.9","MZF1-AS1"
"ENST00000716556.1","ENSG00000267858.9","MZF1-AS1"
"ENST00000692455.3","ENSG00000267858.9","MZF1-AS1"
"ENST00000789852.1","ENSG00000267858.9","MZF1-AS1"
"ENST00000473164.2","ENSG00000267858.9","MZF1-AS1"
"ENST00000651608.2","ENSG00000267858.9","MZF1-AS1"
"ENST00000789837.1","ENSG00000267858.9","MZF1-AS1"
"ENST00000602192.1","ENSG00000267868.1","ENSG00000267868"
"ENST00000804664.1","ENSG00000267871.7","ZNF460-AS1"
"ENST00000804662.1","ENSG00000267871.7","ZNF460-AS1"
"ENST00000804663.1","ENSG00000267871.7","ZNF460-AS1"
"ENST00000599904.2","ENSG00000267882.2","ENSG00000267882"
"ENST00000594318.1","ENSG00000267886.1","ENSG00000267886"
"ENST00000600223.1","ENSG00000267886.1","ENSG00000267886"
"ENST00000600998.1","ENSG00000267890.1","ENSG00000267890"
"ENST00000602255.1","ENSG00000267892.1","ENSG00000267892"
"ENST00000596816.1","ENSG00000267904.1","ENSG00000267904"
"ENST00000599174.3","ENSG00000267909.3","CCDC177"
"ENST00000597288.1","ENSG00000267919.1","ENSG00000267919"
"ENST00000601728.1","ENSG00000267920.1","SNX6P1"
"ENST00000600671.1","ENSG00000267934.1","ENSG00000267934"
"ENST00000783704.1","ENSG00000267939.2","ENSG00000267939"
"ENST00000685346.3","ENSG00000267939.2","ENSG00000267939"
"ENST00000600308.1","ENSG00000267940.1","ENSG00000267940"
"ENST00000595065.6","ENSG00000267978.6","MAGEA9B"
"ENST00000594444.1","ENSG00000267980.1","ENSG00000267980"
"ENST00000602172.1","ENSG00000268001.1","CARD8-AS1"
"ENST00000600742.1","ENSG00000268006.2","PTOV1-AS1"
"ENST00000597411.1","ENSG00000268030.1","ENSG00000268030"
"ENST00000600996.1","ENSG00000268034.1","TPM3P5"
"ENST00000597630.3","ENSG00000268041.3","ERFL"
"ENST00000698835.1","ENSG00000268043.9","NBPF12"
"ENST00000597216.5","ENSG00000268056.6","ENSG00000268056"
"ENST00000596017.1","ENSG00000268058.1","BNIP3P40"
"ENST00000594367.2","ENSG00000268061.7","NAPA-AS1"
"ENST00000593284.5","ENSG00000268061.7","NAPA-AS1"
"ENST00000594922.5","ENSG00000268066.6","FMR1-AS1"
"ENST00000599515.2","ENSG00000268069.2","ENSG00000268069"
"ENST00000601729.1","ENSG00000268070.1","ENSG00000268070"
"ENST00000598523.3","ENSG00000268089.3","GABRQ"
"ENST00000594850.1","ENSG00000268093.1","ENSG00000268093"
"ENST00000600329.2","ENSG00000268095.2","ZNF649-AS1"
"ENST00000594557.1","ENSG00000268119.9","ENSG00000268119"
"ENST00000597444.6","ENSG00000268119.9","ENSG00000268119"
"ENST00000656526.1","ENSG00000268119.9","ENSG00000268119"
"ENST00000702285.2","ENSG00000268119.9","ENSG00000268119"
"ENST00000596705.5","ENSG00000268119.9","ENSG00000268119"
"ENST00000599993.7","ENSG00000268119.9","ENSG00000268119"
"ENST00000801764.1","ENSG00000268119.9","ENSG00000268119"
"ENST00000597156.1","ENSG00000268120.1","ENSG00000268120"
"ENST00000597953.3","ENSG00000268129.3","ENSG00000268129"
"ENST00000415705.3","ENSG00000268163.1","ENSG00000268163"
"ENST00000595842.2","ENSG00000268170.2","ENSG00000268170"
"ENST00000593731.1","ENSG00000268173.3","ENSG00000268173"
"ENST00000818565.1","ENSG00000268189.3","ENSG00000268189"
"ENST00000597549.1","ENSG00000268189.3","ENSG00000268189"
"ENST00000596027.1","ENSG00000268191.1","ENSG00000268191"
"ENST00000595301.1","ENSG00000268201.1","ENSG00000268201"
"ENST00000593427.1","ENSG00000268205.1","ENSG00000268205"
"ENST00000602042.1","ENSG00000268218.1","ENSG00000268218"
"ENST00000599109.5","ENSG00000268230.5","ENSG00000268230"
"ENST00000596350.1","ENSG00000268231.1","ENSG00000268231"
"ENST00000601203.1","ENSG00000268257.3","AIRN"
"ENST00000790367.1","ENSG00000268266.2","PKMYT1AR"
"ENST00000597698.1","ENSG00000268282.1","ARPC1AP2"
"ENST00000598893.1","ENSG00000268289.1","ENSG00000268289"
"ENST00000600438.1","ENSG00000268293.1","ENSG00000268293"
"ENST00000596023.1","ENSG00000268322.1","BNIP3P25"
"ENST00000614743.1","ENSG00000268324.3","LRRC2-AS1"
"ENST00000599511.2","ENSG00000268324.3","LRRC2-AS1"
"ENST00000613284.1","ENSG00000268350.8","FAM156A"
"ENST00000612846.5","ENSG00000268350.8","FAM156A"
"ENST00000619373.5","ENSG00000268350.8","FAM156A"
"ENST00000619518.5","ENSG00000268350.8","FAM156A"
"ENST00000615092.4","ENSG00000268350.8","FAM156A"
"ENST00000622323.5","ENSG00000268350.8","FAM156A"
"ENST00000622447.5","ENSG00000268350.8","FAM156A"
"ENST00000596733.7","ENSG00000268350.8","FAM156A"
"ENST00000623782.3","ENSG00000268350.8","FAM156A"
"ENST00000619897.4","ENSG00000268350.8","FAM156A"
"ENST00000619586.5","ENSG00000268350.8","FAM156A"
"ENST00000666488.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000656966.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000662140.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000664197.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000656993.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000670058.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000665638.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000663458.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000668169.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000659757.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000654353.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000653003.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000654372.1","ENSG00000268362.6","ENSG00000268362"
"ENST00000509488.2","ENSG00000268391.1","MTCO3P42"
"ENST00000698368.1","ENSG00000268400.6","ENSG00000268400"
"ENST00000662557.1","ENSG00000268401.2","ENSG00000268401"
"ENST00000595955.2","ENSG00000268401.2","ENSG00000268401"
"ENST00000596206.4","ENSG00000268403.4","ENSG00000268403"
"ENST00000604157.2","ENSG00000268471.7","MIR4453HG"
"ENST00000595053.2","ENSG00000268472.2","ENSG00000268472"
"ENST00000596631.1","ENSG00000268496.1","ENSG00000268496"
"ENST00000759878.1","ENSG00000268516.5","ZNF8-DT"
"ENST00000759879.1","ENSG00000268516.5","ZNF8-DT"
"ENST00000693494.2","ENSG00000268516.5","ZNF8-DT"
"ENST00000759882.1","ENSG00000268516.5","ZNF8-DT"
"ENST00000759883.1","ENSG00000268516.5","ZNF8-DT"
"ENST00000597230.5","ENSG00000268516.5","ZNF8-DT"
"ENST00000598070.1","ENSG00000268565.1","ENSG00000268565"
"ENST00000586922.2","ENSG00000268573.1","ENSG00000268573"
"ENST00000598846.1","ENSG00000268575.1","ENSG00000268575"
"ENST00000595595.1","ENSG00000268584.2","ENSG00000268584"
"ENST00000597126.1","ENSG00000268598.1","VN1R80P"
"ENST00000827038.1","ENSG00000268628.3","ENSG00000268628"
"ENST00000598007.2","ENSG00000268628.3","ENSG00000268628"
"ENST00000598970.2","ENSG00000268635.2","ENSG00000268635"
"ENST00000596276.1","ENSG00000268649.5","ENSG00000268649"
"ENST00000730702.1","ENSG00000268650.4","ENSG00000268650"
"ENST00000599078.1","ENSG00000268658.5","LINC00664"
"ENST00000597973.2","ENSG00000268678.2","ENSG00000268678"
"ENST00000660123.1","ENSG00000268686.2","ENSG00000268686"
"ENST00000599433.1","ENSG00000268686.2","ENSG00000268686"
"ENST00000600965.1","ENSG00000268707.1","ENSG00000268707"
"ENST00000598963.3","ENSG00000268738.3","HSFX2"
"ENST00000435033.1","ENSG00000268744.1","ENSG00000268744"
"ENST00000596498.2","ENSG00000268750.7","ENSG00000268750"
"ENST00000598031.1","ENSG00000268750.7","ENSG00000268750"
"ENST00000593873.6","ENSG00000268750.7","ENSG00000268750"
"ENST00000817528.1","ENSG00000268751.3","SCGB1B2P"
"ENST00000817538.1","ENSG00000268751.3","SCGB1B2P"
"ENST00000597830.1","ENSG00000268751.3","SCGB1B2P"
"ENST00000834028.1","ENSG00000268756.2","ENSG00000268756"
"ENST00000594558.1","ENSG00000268756.2","ENSG00000268756"
"ENST00000600705.1","ENSG00000268790.5","ENSG00000268790"
"ENST00000593991.5","ENSG00000268790.5","ENSG00000268790"
"ENST00000594262.1","ENSG00000268798.1","ENSG00000268798"
"ENST00000595428.1","ENSG00000268836.1","ENSG00000268836"
"ENST00000601296.3","ENSG00000268858.3","ENSG00000268858"
"ENST00000831797.1","ENSG00000268873.2","ENSG00000268873"
"ENST00000738641.1","ENSG00000268889.3","LIM2-AS1"
"ENST00000738647.1","ENSG00000268889.3","LIM2-AS1"
"ENST00000687249.2","ENSG00000268889.3","LIM2-AS1"
"ENST00000440198.2","ENSG00000268894.8","PLCE1-AS1"
"ENST00000670460.1","ENSG00000268895.6","A1BG-AS1"
"ENST00000594950.5","ENSG00000268895.6","A1BG-AS1"
"ENST00000593960.6","ENSG00000268895.6","A1BG-AS1"
"ENST00000594816.1","ENSG00000268912.1","ENSG00000268912"
"ENST00000600888.2","ENSG00000268942.2","CKS1BP3"
"ENST00000593554.1","ENSG00000268945.1","ENSG00000268945"
"ENST00000593791.1","ENSG00000268983.1","KXD1-AS1"
"ENST00000601004.1","ENSG00000268992.1","CDC42EP3P1"
"ENST00000596585.3","ENSG00000268996.3","MAN1B1-DT"
"ENST00000598377.2","ENSG00000269001.5","ZNF818P"
"ENST00000775353.1","ENSG00000269019.3","HOMER3-AS1"
"ENST00000594089.2","ENSG00000269038.2","SF1-DT"
"ENST00000598112.2","ENSG00000269044.2","ENSG00000269044"
"ENST00000599889.3","ENSG00000269054.3","ZNF497-AS1"
"ENST00000269881.8","ENSG00000269058.6","CALR3"
"ENST00000597045.1","ENSG00000269066.1","ENSG00000269066"
"ENST00000793735.1","ENSG00000269068.2","ENSG00000269068"
"ENST00000597336.1","ENSG00000269069.1","ENSG00000269069"
"ENST00000600068.1","ENSG00000269082.1","ENSG00000269082"
"ENST00000601776.2","ENSG00000269086.4","LINC02965"
"ENST00000599410.1","ENSG00000269091.6","ENSG00000269091"
"ENST00000655988.1","ENSG00000269091.6","ENSG00000269091"
"ENST00000599914.5","ENSG00000269091.6","ENSG00000269091"
"ENST00000606738.3","ENSG00000269113.4","TRABD2B"
"ENST00000596807.1","ENSG00000269124.1","ENSG00000269124"
"ENST00000594308.1","ENSG00000269139.3","ENSG00000269139"
"ENST00000620586.1","ENSG00000269139.3","ENSG00000269139"
"ENST00000833628.1","ENSG00000269139.3","ENSG00000269139"
"ENST00000596192.1","ENSG00000269161.1","ENSG00000269161"
"ENST00000599484.1","ENSG00000269172.1","ENSG00000269172"
"ENST00000601484.2","ENSG00000269176.2","ENSG00000269176"
"ENST00000595998.1","ENSG00000269189.1","ENSG00000269189"
"ENST00000292852.9","ENSG00000269190.6","FBXO17"
"ENST00000595329.5","ENSG00000269190.6","FBXO17"
"ENST00000599418.1","ENSG00000269190.6","FBXO17"
"ENST00000600669.2","ENSG00000269194.2","ENSG00000269194"
"ENST00000744923.1","ENSG00000269194.2","ENSG00000269194"
"ENST00000600723.2","ENSG00000269220.2","LINC00528"
"ENST00000620307.4","ENSG00000269226.8","TMSB15C"
"ENST00000598087.4","ENSG00000269226.8","TMSB15C"
"ENST00000658402.1","ENSG00000269235.5","ZNF350-AS1"
"ENST00000599274.3","ENSG00000269246.3","ENSG00000269246"
"ENST00000598914.3","ENSG00000269289.7","ENSG00000269289"
"ENST00000605945.2","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000733329.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000733339.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000733343.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000733328.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000733327.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000733359.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000733361.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000733362.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000602810.3","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000600652.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000733364.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000733365.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000733346.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000733376.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000671586.2","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000667674.1","ENSG00000269293.6","ZSCAN16-AS1"
"ENST00000598952.1","ENSG00000269296.2","ENSG00000269296"
"ENST00000747771.1","ENSG00000269296.2","ENSG00000269296"
"ENST00000595224.6","ENSG00000269313.6","MAGIX"
"ENST00000615915.4","ENSG00000269313.6","MAGIX"
"ENST00000593524.1","ENSG00000269318.1","ENSG00000269318"
"ENST00000618670.4","ENSG00000269335.7","IKBKG"
"ENST00000594239.6","ENSG00000269335.7","IKBKG"
"ENST00000594901.2","ENSG00000269343.9","ZNF587B"
"ENST00000594328.1","ENSG00000269343.9","ZNF587B"
"ENST00000651253.2","ENSG00000269343.9","ZNF587B"
"ENST00000593654.1","ENSG00000269352.1","PTOV1-AS2"
"ENST00000598534.1","ENSG00000269376.1","ENSG00000269376"
"ENST00000596032.1","ENSG00000269378.1","ITGB1P1"
"ENST00000830918.1","ENSG00000269386.7","RAB11B-AS1"
"ENST00000593581.7","ENSG00000269386.7","RAB11B-AS1"
"ENST00000593368.1","ENSG00000269387.1","ENSG00000269387"
"ENST00000594230.1","ENSG00000269397.1","ENSG00000269397"
"ENST00000595909.2","ENSG00000269399.3","ENSG00000269399"
"ENST00000817173.1","ENSG00000269416.8","LINC01224"
"ENST00000817185.1","ENSG00000269416.8","LINC01224"
"ENST00000600643.6","ENSG00000269416.8","LINC01224"
"ENST00000596283.5","ENSG00000269416.8","LINC01224"
"ENST00000817171.1","ENSG00000269416.8","LINC01224"
"ENST00000817198.1","ENSG00000269416.8","LINC01224"
"ENST00000817192.1","ENSG00000269416.8","LINC01224"
"ENST00000817194.1","ENSG00000269416.8","LINC01224"
"ENST00000817182.1","ENSG00000269416.8","LINC01224"
"ENST00000593573.6","ENSG00000269416.8","LINC01224"
"ENST00000601293.6","ENSG00000269416.8","LINC01224"
"ENST00000817179.1","ENSG00000269416.8","LINC01224"
"ENST00000817181.1","ENSG00000269416.8","LINC01224"
"ENST00000817195.1","ENSG00000269416.8","LINC01224"
"ENST00000817170.1","ENSG00000269416.8","LINC01224"
"ENST00000599446.1","ENSG00000269419.1","ENSG00000269419"
"ENST00000596594.1","ENSG00000269421.1","ENSG00000269421"
"ENST00000598582.1","ENSG00000269425.1","ENSG00000269425"
"ENST00000601040.1","ENSG00000269427.1","ENSG00000269427"
"ENST00000597863.1","ENSG00000269431.1","BNIP3P8"
"ENST00000799627.1","ENSG00000269439.8","PGLS-DT"
"ENST00000615939.1","ENSG00000269439.8","PGLS-DT"
"ENST00000595116.3","ENSG00000269439.8","PGLS-DT"
"ENST00000596971.1","ENSG00000269463.1","ENSG00000269463"
"ENST00000595059.1","ENSG00000269473.1","ZNF132-DT"
"ENST00000593957.1","ENSG00000269481.1","ENSG00000269481"
"ENST00000599320.2","ENSG00000269486.2","ERVK9-11"
"ENST00000615063.2","ENSG00000269502.6","DMRTC1"
"ENST00000595906.2","ENSG00000269506.2","ENSG00000269506"
"ENST00000595310.1","ENSG00000269514.4","ENSG00000269514"
"ENST00000593402.6","ENSG00000269516.7","CYP4F23P"
"ENST00000596839.1","ENSG00000269534.5","ENSG00000269534"
"ENST00000600449.8","ENSG00000269556.9","TMEM185A"
"ENST00000616857.4","ENSG00000269556.9","TMEM185A"
"ENST00000507237.5","ENSG00000269556.9","TMEM185A"
"ENST00000600169.2","ENSG00000269559.2","ENSG00000269559"
"ENST00000601420.1","ENSG00000269560.1","ENSG00000269560"
"ENST00000601906.2","ENSG00000269570.2","ENSG00000269570"
"ENST00000596029.3","ENSG00000269600.3","ENSG00000269600"
"ENST00000473970.4","ENSG00000269609.7","C10orf95-AS1"
"ENST00000755289.1","ENSG00000269609.7","C10orf95-AS1"
"ENST00000597488.1","ENSG00000269609.7","C10orf95-AS1"
"ENST00000755288.1","ENSG00000269609.7","C10orf95-AS1"
"ENST00000598368.2","ENSG00000269609.7","C10orf95-AS1"
"ENST00000755290.1","ENSG00000269609.7","C10orf95-AS1"
"ENST00000657934.2","ENSG00000269609.7","C10orf95-AS1"
"ENST00000601684.1","ENSG00000269621.1","ENSG00000269621"
"ENST00000593588.1","ENSG00000269635.1","ENSG00000269635"
"ENST00000594546.2","ENSG00000269646.2","ZNF888-AS1"
"ENST00000600473.1","ENSG00000269688.1","ENSG00000269688"
"ENST00000593682.1","ENSG00000269693.1","ENSG00000269693"
"ENST00000687044.3","ENSG00000269696.4","ZNF470-DT"
"ENST00000596587.3","ENSG00000269696.4","ZNF470-DT"
"ENST00000702092.2","ENSG00000269696.4","ZNF470-DT"
"ENST00000666384.1","ENSG00000269707.3","ENSG00000269707"
"ENST00000698197.1","ENSG00000269713.9","NBPF9"
"ENST00000698832.1","ENSG00000269713.9","NBPF9"
"ENST00000698196.1","ENSG00000269713.9","NBPF9"
"ENST00000613595.4","ENSG00000269713.9","NBPF9"
"ENST00000597169.1","ENSG00000269720.3","CCDC194"
"ENST00000819232.1","ENSG00000269729.2","ENSG00000269729"
"ENST00000594199.3","ENSG00000269743.3","SLC25A53"
"ENST00000467290.1","ENSG00000269743.3","SLC25A53"
"ENST00000595644.1","ENSG00000269802.2","ENSG00000269802"
"ENST00000726592.1","ENSG00000269802.2","ENSG00000269802"
"ENST00000710657.1","ENSG00000269821.2","KCNQ1OT1"
"ENST00000710673.1","ENSG00000269821.2","KCNQ1OT1"
"ENST00000597346.1","ENSG00000269821.2","KCNQ1OT1"
"ENST00000687234.1","ENSG00000269825.4","ENSG00000269825"
"ENST00000596440.5","ENSG00000269825.4","ENSG00000269825"
"ENST00000598322.3","ENSG00000269825.4","ENSG00000269825"
"ENST00000594682.6","ENSG00000269825.4","ENSG00000269825"
"ENST00000598190.1","ENSG00000269825.4","ENSG00000269825"
"ENST00000663140.1","ENSG00000269834.9","ZNF528-AS1"
"ENST00000594119.1","ENSG00000269834.9","ZNF528-AS1"
"ENST00000656846.2","ENSG00000269834.9","ZNF528-AS1"
"ENST00000813523.1","ENSG00000269834.9","ZNF528-AS1"
"ENST00000598590.2","ENSG00000269846.2","ENSG00000269846"
"ENST00000601382.3","ENSG00000269855.3","RNF225"
"ENST00000597746.5","ENSG00000269858.6","EGLN2"
"ENST00000593726.5","ENSG00000269858.6","EGLN2"
"ENST00000593477.1","ENSG00000269858.6","EGLN2"
"ENST00000599579.5","ENSG00000269858.6","EGLN2"
"ENST00000593445.5","ENSG00000269858.6","EGLN2"
"ENST00000303961.9","ENSG00000269858.6","EGLN2"
"ENST00000597780.1","ENSG00000269867.1","ENSG00000269867"
"ENST00000602747.1","ENSG00000269887.1","ENSG00000269887"
"ENST00000602431.1","ENSG00000269892.1","ENSG00000269892"
"ENST00000654083.3","ENSG00000269893.11","SNHG8"
"ENST00000602483.7","ENSG00000269893.11","SNHG8"
"ENST00000665363.4","ENSG00000269893.11","SNHG8"
"ENST00000688996.2","ENSG00000269893.11","SNHG8"
"ENST00000602520.8","ENSG00000269893.11","SNHG8"
"ENST00000729028.1","ENSG00000269893.11","SNHG8"
"ENST00000652022.3","ENSG00000269893.11","SNHG8"
"ENST00000417061.2","ENSG00000269896.3","ENSG00000269896"
"ENST00000602327.1","ENSG00000269903.1","ENSG00000269903"
"ENST00000602508.1","ENSG00000269911.1","FAM226B"
"ENST00000602575.1","ENSG00000269918.1","ENSG00000269918"
"ENST00000602927.2","ENSG00000269921.2","ENSG00000269921"
"ENST00000602749.1","ENSG00000269921.2","ENSG00000269921"
"ENST00000602406.1","ENSG00000269925.1","ENSG00000269925"
"ENST00000602703.2","ENSG00000269929.7","MIRLET7A1HG"
"ENST00000803409.1","ENSG00000269929.7","MIRLET7A1HG"
"ENST00000652769.2","ENSG00000269929.7","MIRLET7A1HG"
"ENST00000602517.1","ENSG00000269934.3","ENSG00000269934"
